Sr. No,"All India 
Merit",Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type,InstituteCode
784,35043 (48.4175251),517219110,Civil Engineering,JEE(Main),AI to AI,AI,5172
,,,,,,,
785,35045 (48.4175251),213824210,Computer Science and ,JEE(Main),AI to AI,AI,2138
,,,Engineering,,,,
786,35139 (48.2573768),627529310,Electrical Engineering,JEE(Main),AI to AI,AI,6275
,,,,,,,
787,35186 (48.0357563),630524610,Information Technology,JEE(Main),AI to AI,AI,6305
,,,,,,,
788,35291 (48.0129526),675892110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6758
,,,Machine Learning,,,,
789,35355 (47.8391925),631784410,Electronics and Computer ,JEE(Main),AI to AI,AI,6317
,,,Engineering,,,,
790,35511 (47.5969980),517137210,Electronics and ,JEE(Main),AI to AI,AI,5171
,,,Telecommunication Engg,,,,
791,35734 (47.2477064),510991610,Automation and Robotics,JEE(Main),AI to AI,AI,5109
,,,,,,,
792,35757 (47.2477064),213484410,Electronics and Computer ,JEE(Main),AI to AI,AI,2134
,,,Engineering,,,,
793,35896 (47.0939600),321924510,Computer Engineering,JEE(Main),AI to AI,AI,3219
,,,,,,,
794,35960 (46.9266005),211624210,Computer Science and ,JEE(Main),AI to AI,AI,2116
,,,Engineering,,,,
795,36003 (46.9082126),417229310,Electrical Engineering,JEE(Main),AI to AI,AI,4172
796,36169 (46.7003379),628300210,Aeronautical Engineering,JEE(Main),AI to AI,AI,6283
797,36188 (46.6591189),627219110,Civil Engineering,JEE(Main),AI to AI,AI,6272
798,36439 (46.2173861),615561210,Mechanical Engineering,JEE(Main),AI to AI,AI,6155
,,,,,,,
799,36495 (46.1426926),411837210,Electronics and ,JEE(Main),AI to AI,AI,4118
,,,Telecommunication Engg,,,,
800,36645 (45.9068897),614661210,Mechanical Engineering,JEE(Main),AI to AI,AI,6146
801,36660 (45.9068897),518237210,Electronics and ,JEE(Main),AI to AI,AI,5182
,,,Telecommunication Engg,,,,
802,36745 (45.6278342),320760210,Automobile Engineering,JEE(Main),AI to AI,AI,3207
803,36939 (45.5670139),629324210,Computer Science and ,JEE(Main),AI to AI,AI,6293
,,,Engineering,,,,
804,37090 (45.3053411),517124510,Computer Engineering,JEE(Main),AI to AI,AI,5171
805,37174 (45.2489038),513991610,Automation and Robotics,JEE(Main),AI to AI,AI,5139
806,37203 (45.2489038),322191110,Computer Science and ,JEE(Main),AI to AI,AI,3221
,,,Engineering(Artificial ,,,,
807,37242 (45.1138124),112724510,Computer Engineering,JEE(Main),AI to AI,AI,1127
808,37281 (45.0305644),113024210,Computer Science and ,JEE(Main),AI to AI,AI,1130
,,,Engineering,,,,
809,37340 (44.9556967),626708210,Bio Technology,JEE(Main),AI to AI,AI,6267
,,,,,,,
810,37385 (44.8695899),618429310,Electrical Engineering,JEE(Main),AI to AI,AI,6184
,,,,,,,
811,37401 (44.8695899),413324510,Computer Engineering,JEE(Main),AI to AI,AI,4133
,,,,,,,
812,37423 (44.8606466),211291210,Computer Science and ,JEE(Main),AI to AI,AI,2112
,,,Engineering(Data Science),,,,
,,,,,,,
813,37507 (44.8011046),515129310,Electrical Engineering,JEE(Main),AI to AI,AI,5151
,,,,,,,
814,37519 (44.8011046),414729310,Electrical Engineering,JEE(Main),AI to AI,AI,4147
815,37539 (44.8011046),112624210,Computer Science and ,JEE(Main),AI to AI,AI,1126
,,,Engineering,,,,
816,37625 (44.7454767),419224210,Computer Science and ,JEE(Main),AI to AI,AI,4192
,,,Engineering,,,,
817,37632 (44.7325770),321924610,Information Technology,JEE(Main),AI to AI,AI,3219
,,,,,,,
818,37667 (44.5815149),112829310,Electrical Engineering,JEE(Main),AI to AI,AI,1128
819,37787 (44.4349488),538237210,Electronics and ,JEE(Main),AI to AI,AI,5382
,,,Telecommunication Engg,,,,
820,37818 (44.3419541),510337610,Electronics Engineering,JEE(Main),AI to AI,AI,5103
,,,,,,,
821,38090 (44.0673729),211284410,Electronics and Computer ,JEE(Main),AI to AI,AI,2112
,,,Engineering,,,,
822,38121 (44.0550415),213524210,Computer Science and ,JEE(Main),AI to AI,AI,2135
,,,Engineering,,,,
823,38395 (43.5399656),631824210,Computer Science and ,JEE(Main),AI to AI,AI,6318
,,,Engineering,,,,
824,38570 (43.3096239),512150710,Chemical Engineering,JEE(Main),AI to AI,AI,5121
825,38778 (42.9377207),626519110,Civil Engineering,JEE(Main),AI to AI,AI,6265
826,38890 (42.7177919),515161210,Mechanical Engineering,JEE(Main),AI to AI,AI,5151
,,,,,,,
,,,,,,,
827,38985 (42.6228354),540924510,Computer Engineering,JEE(Main),AI to AI,AI,5409
,,,,,,,
828,39022 (42.5637576),350324510,Computer Engineering,JEE(Main),AI to AI,AI,3503
829,39072 (42.5108266),413437210,Electronics and ,JEE(Main),AI to AI,AI,4134
,,,Telecommunication Engg,,,,
830,39324 (42.1135230),346737210,Electronics and ,JEE(Main),AI to AI,AI,3467
,,,Telecommunication Engg,,,,
831,39364 (41.9999206),516261210,Mechanical Engineering,JEE(Main),AI to AI,AI,5162
,,,,,,,
832,39402 (41.9999206),321691110,Computer Science and ,JEE(Main),AI to AI,AI,3216
,,,Engineering(Artificial ,,,,
833,39625 (41.6573368),663537210,Electronics and ,JEE(Main),AI to AI,AI,6635
,,,Telecommunication Engg,,,,
834,39644 (41.5778621),318950710,Chemical Engineering,JEE(Main),AI to AI,AI,3189
835,39739 (41.5159439),664037210,Electronics and ,JEE(Main),AI to AI,AI,6640
,,,Telecommunication Engg,,,,
836,39853 (41.3116331),320037210,Electronics and ,JEE(Main),AI to AI,AI,3200
,,,Telecommunication Engg,,,,
837,39914 (41.2979351),413524610,Information Technology,JEE(Main),AI to AI,AI,4135
,,,,,,,
838,40015 (41.2979351),322424510,Computer Engineering,JEE(Main),AI to AI,AI,3224
,,,,,,,
839,40199 (41.0794986),678029310,Electrical Engineering,JEE(Main),AI to AI,AI,6780
,,,,,,,
840,40264 (40.8999798),344724510,Computer Engineering,JEE(Main),AI to AI,AI,3447
,,,,,,,
841,40276 (40.7893376),319337210,Electronics and ,JEE(Main),AI to AI,AI,3193
,,,Telecommunication Engg,,,,
842,40278 (40.7893376),414219110,Civil Engineering,JEE(Main),AI to AI,AI,4142
,,,,,,,
843,40312 (40.7693508),621461210,Mechanical Engineering,JEE(Main),AI to AI,AI,6214
844,40634 (40.3513699),627726310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6277
,,,and Data Science,,,,
845,40658 (40.3276964),112524210,Computer Science and ,JEE(Main),AI to AI,AI,1125
,,,Engineering,,,,
846,40741 (40.3276964),417524210,Computer Science and ,JEE(Main),AI to AI,AI,4175
,,,Engineering,,,,
847,40787 (40.2898551),516824510,Computer Engineering,JEE(Main),AI to AI,AI,5168
848,40842 (40.1956189),111724210,Computer Science and ,JEE(Main),AI to AI,AI,1117
,,,Engineering,,,,
849,40929 (39.9795861),110561210,Mechanical Engineering,JEE(Main),AI to AI,AI,1105
850,41071 (39.8734522),319761210,Mechanical Engineering,JEE(Main),MI to AI,MI,3197
,,,,,,,
851,41269 (39.2519407),516061210,Mechanical Engineering,JEE(Main),AI to AI,AI,5160
,,,,,,,
852,41393 (39.1475450),617961210,Mechanical Engineering,JEE(Main),AI to AI,AI,6179
853,41407 (39.1094052),614961210,Mechanical Engineering,JEE(Main),AI to AI,AI,6149
854,41465 (39.1094052),213024210,Computer Science and ,JEE(Main),AI to AI,AI,2130
,,,Engineering,,,,
,,,,,,,
855,41866 (38.6868561),663592110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6635
,,,Machine Learning,,,,
856,41946 (38.5332329),627737210,Electronics and ,JEE(Main),AI to AI,AI,6277
,,,Telecommunication Engg,,,,
857,42137 (38.2506953),112637210,Electronics and ,JEE(Main),AI to AI,AI,1126
,,,Telecommunication Engg,,,,
858,42302 (37.8410462),319899510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3198
,,,Data Science,,,,
859,42343 (37.7551739),626819110,Civil Engineering,JEE(Main),AI to AI,AI,6268
860,42363 (37.7551739),461329310,Electrical Engineering,JEE(Main),AI to AI,AI,4613
861,42487 (37.5964113),111799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,1117
,,,Data Science,,,,
862,42538 (37.5685629),415100210,Aeronautical Engineering,JEE(Main),AI to AI,AI,4151
,,,,,,,
863,42599 (37.5382354),318961210,Mechanical Engineering,JEE(Main),AI to AI,AI,3189
864,42603 (37.5382354),538024510,Computer Engineering,JEE(Main),AI to AI,AI,5380
865,42618 (37.5226278),629829310,Electrical Engineering,JEE(Main),AI to AI,AI,6298
,,,,,,,
866,42789 (37.1391128),510361210,Mechanical Engineering,JEE(Main),AI to AI,AI,5103
,,,,,,,
867,42858 (37.1171493),512419110,Civil Engineering,JEE(Main),AI to AI,AI,5124
,,,,,,,
868,42866 (37.0512776),632437210,Electronics and ,JEE(Main),AI to AI,AI,6324
,,,Telecommunication Engg,,,,
,,,,,,,
869,42990 (36.7761083),413524210,Computer Science and ,JEE(Main),AI to AI,AI,4135
,,,Engineering,,,,
870,43004 (36.7019695),320761210,Mechanical Engineering,JEE(Main),AI to AI,AI,3207
871,43226 (36.3315090),540824510,Computer Engineering,JEE(Main),AI to AI,AI,5408
872,43235 (36.2970873),313946110,Bio Medical Engineering,JEE(Main),AI to AI,AI,3139
873,43255 (36.2293658),664329310,Electrical Engineering,JEE(Main),AI to AI,AI,6643
874,43264 (36.2293658),626990010,Electronics and Computer ,JEE(Main),AI to AI,AI,6269
,,,Science,,,,
875,43356 (36.2141074),618719110,Civil Engineering,JEE(Main),AI to AI,AI,6187
,,,,,,,
876,43588 (35.8655795),213324210,Computer Science and ,JEE(Main),AI to AI,AI,2133
,,,Engineering,,,,
877,43619 (35.8529176),631937210,Electronics and ,JEE(Main),AI to AI,AI,6319
,,,Telecommunication Engg,,,,
878,43749 (35.7841757),464919110,Civil Engineering,JEE(Main),MI to AI,MI,4649
879,43831 (35.5454729),618337210,Electronics and ,JEE(Main),AI to AI,AI,6183
,,,Telecommunication Engg,,,,
880,43851 (35.5378774),664029310,Electrical Engineering,JEE(Main),AI to AI,AI,6640
881,43899 (35.4979562),680250710,Chemical Engineering,JEE(Main),AI to AI,AI,6802
,,,,,,,
882,44033 (35.2098441),335191110,Computer Science and ,JEE(Main),AI to AI,AI,3351
,,,Engineering(Artificial ,,,,
,,,,,,,
883,44050 (35.2004625),530384410,Electronics and Computer ,JEE(Main),AI to AI,AI,5303
,,,Engineering,,,,
884,44148 (35.0700925),428524610,Information Technology,JEE(Main),AI to AI,AI,4285
885,44152 (35.0700925),213591110,Computer Science and ,JEE(Main),AI to AI,AI,2135
,,,Engineering(Artificial ,,,,
886,44274 (34.7877653),225424510,Computer Engineering,JEE(Main),AI to AI,AI,2254
887,44280 (34.7877653),320329310,Electrical Engineering,JEE(Main),AI to AI,AI,3203
888,44284 (34.7877653),628161210,Mechanical Engineering,JEE(Main),AI to AI,AI,6281
889,44438 (34.4203154),213724210,Computer Science and ,JEE(Main),AI to AI,AI,2137
,,,Engineering,,,,
890,44499 (34.3719807),343961210,Mechanical Engineering,JEE(Main),AI to AI,AI,3439
891,44612 (34.3137407),118224210,Computer Science and ,JEE(Main),AI to AI,AI,1182
,,,Engineering,,,,
892,44741 (34.0087325),253329310,Electrical Engineering,JEE(Main),AI to AI,AI,2533
893,44826 (33.7436956),350324610,Information Technology,JEE(Main),AI to AI,AI,3503
894,44844 (33.7399599),515219110,Civil Engineering,JEE(Main),AI to AI,AI,5152
895,45012 (33.5339932),675929310,Electrical Engineering,JEE(Main),AI to AI,AI,6759
896,45026 (33.5339932),112029310,Electrical Engineering,JEE(Main),AI to AI,AI,1120
,,,,,,,
897,45099 (33.4383145),118024210,Computer Science and ,JEE(Main),AI to AI,AI,1180
,,,Engineering,,,,
898,45168 (33.3649201),250824510,Computer Engineering,JEE(Main),AI to AI,AI,2508
899,45261 (33.1374067),412308210,Bio Technology,JEE(Main),AI to AI,AI,4123
,,,,,,,
900,45271 (33.1374067),112737210,"Electronics and 
Telecommunication Engg",JEE(Main),AI to AI,AI,1127
901,45285 (33.1374067),317546110,Bio Medical Engineering,JEE(Main),AI to AI,AI,3175
,,,,,,,
902,45449 (32.9520492),516924510,Computer Engineering,JEE(Main),AI to AI,AI,5169
,,,,,,,
903,45534 (32.9348743),418837210,Electronics and ,JEE(Main),AI to AI,AI,4188
,,,Telecommunication Engg,,,,
904,45814 (32.3486267),413537210,Electronics and ,JEE(Main),AI to AI,AI,4135
,,,Telecommunication Engg,,,,
905,45891 (32.1037339),110719110,Civil Engineering,JEE(Main),AI to AI,AI,1107
,,,,,,,
906,45944 (31.9495284),112337210,Electronics and ,JEE(Main),AI to AI,AI,1123
,,,Telecommunication Engg,,,,
907,46272 (31.3935368),632237210,Electronics and ,JEE(Main),AI to AI,AI,6322
,,,Telecommunication Engg,,,,
908,46615 (31.0821063),414361210,Mechanical Engineering,JEE(Main),AI to AI,AI,4143
,,,,,,,
909,46733 (30.9929476),628419110,Civil Engineering,JEE(Main),AI to AI,AI,6284
,,,,,,,
910,46800 (30.9129945),518129310,Electrical Engineering,JEE(Main),AI to AI,AI,5181
,,,,,,,
,,,,,,,
911,46813 (30.9129945),413819110,Civil Engineering,JEE(Main),AI to AI,AI,4138
,,,,,,,
912,46955 (30.6648505),630524210,Computer Science and ,JEE(Main),AI to AI,AI,6305
,,,Engineering,,,,
913,47215 (30.0040781),510429310,Electrical Engineering,JEE(Main),AI to AI,AI,5104
,,,,,,,
914,47238 (30.0040781),654524210,Computer Science and ,JEE(Main),AI to AI,AI,6545
,,,Engineering,,,,
915,47346 (29.8678166),411829310,Electrical Engineering,JEE(Main),AI to AI,AI,4118
916,47458 (29.7685692),110519110,Civil Engineering,JEE(Main),AI to AI,AI,1105
917,47525 (29.5041728),346537210,Electronics and ,JEE(Main),AI to AI,AI,3465
,,,Telecommunication Engg,,,,
918,47844 (28.7629939),212761210,Mechanical Engineering,JEE(Main),AI to AI,AI,2127
919,47952 (28.6151384),626719110,Civil Engineering,JEE(Main),AI to AI,AI,6267
,,,,,,,
920,48059 (28.4406359),252224510,Computer Engineering,JEE(Main),AI to AI,AI,2522
921,48120 (28.3009759),632419110,Civil Engineering,JEE(Main),AI to AI,AI,6324
922,48329 (27.7196847),675724210,Computer Science and ,JEE(Main),AI to AI,AI,6757
,,,Engineering,,,,
923,48366 (27.7196847),617708210,Bio Technology,JEE(Main),AI to AI,AI,6177
924,48470 (27.5956893),319062410,Mechatronics Engineering,JEE(Main),AI to AI,AI,3190
,,,,,,,
925,48679 (27.4063481),538124210,Computer Science and ,JEE(Main),AI to AI,AI,5381
,,,Engineering,,,,
926,48740 (27.3470350),320629310,Electrical Engineering,JEE(Main),AI to AI,AI,3206
927,48757 (27.3405226),664929310,Electrical Engineering,JEE(Main),AI to AI,AI,6649
,,,,,,,
928,48769 (27.3405226),518437210,Electronics and ,JEE(Main),AI to AI,AI,5184
,,,Telecommunication Engg,,,,
929,48872 (27.1819861),627484310,Printing Technology,JEE(Main),AI to AI,AI,6274
,,,,,,,
930,49154 (26.6499443),632199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6321
,,,Data Science,,,,
931,49285 (26.2643927),320691110,Computer Science and ,JEE(Main),AI to AI,AI,3206
,,,Engineering(Artificial ,,,,
932,49349 (26.1440753),415108210,Bio Technology,JEE(Main),AI to AI,AI,4151
,,,,,,,
933,49368 (26.0443274),343624510,Computer Engineering,JEE(Main),AI to AI,AI,3436
934,49453 (25.9116300),517361210,Mechanical Engineering,JEE(Main),AI to AI,AI,5173
,,,,,,,
935,49531 (25.7051541),213429310,Electrical Engineering,JEE(Main),AI to AI,AI,2134
936,49731 (25.3573658),111937210,Electronics and ,JEE(Main),AI to AI,AI,1119
,,,Telecommunication Engg,,,,
937,49791 (25.1855935),676624510,Computer Engineering,JEE(Main),AI to AI,AI,6766
,,,,,,,
938,49826 (25.0422428),414529310,Electrical Engineering,JEE(Main),AI to AI,AI,4145
,,,,,,,
,,,,,,,
939,50032 (24.7442415),127624510,Computer Engineering,JEE(Main),AI to AI,AI,1276
,,,,,,,6
940,50114 (24.7335862),513961210,Mechanical Engineering,JEE(Main),AI to AI,AI,5139
941,50143 (24.7259041),664919110,Civil Engineering,JEE(Main),AI to AI,AI,6649
,,,,,,,
942,50155 (24.7259041),680337210,Electronics and ,JEE(Main),AI to AI,AI,6803
,,,Telecommunication Engg,,,,
943,50175 (24.7259041),630424210,"Computer Science and 
Engineering",JEE(Main),AI to AI,AI,6304
944,50201 (24.7259041),112819110,Civil Engineering,JEE(Main),AI to AI,AI,1128
945,50211 (24.7118345),315460210,Automobile Engineering,JEE(Main),AI to AI,AI,3154
,,,,,,,
946,50277 (24.5819398),615661210,Mechanical Engineering,JEE(Main),AI to AI,AI,6156
947,50409 (24.3945069),335324510,Computer Engineering,JEE(Main),AI to AI,AI,3353
,,,,,,,
948,50415 (24.3945069),414429310,Electrical Engineering,JEE(Main),AI to AI,AI,4144
949,50537 (24.1324088),417419110,Civil Engineering,JEE(Main),MI to AI,MI,4174
950,50565 (24.0250875),541124510,Computer Engineering,JEE(Main),AI to AI,AI,5411
951,50577 (24.0250875),621737210,Electronics and ,JEE(Main),AI to AI,AI,6217
,,,Telecommunication Engg,,,,
952,50737 (23.6026663),613961210,Mechanical Engineering,JEE(Main),AI to AI,AI,6139
,,,,,,,
953,50922 (23.4573886),414199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,4141
,,,Data Science,,,,
954,51161 (23.2980305),679661210,Mechanical Engineering,JEE(Main),AI to AI,AI,6796
955,51182 (23.1634428),411819110,Civil Engineering,JEE(Main),AI to AI,AI,4118
956,51240 (22.9206192),112661210,Mechanical Engineering,JEE(Main),AI to AI,AI,1126
,,,,,,,
957,51255 (22.9206192),632161210,Mechanical Engineering,JEE(Main),AI to AI,AI,6321
,,,,,,,
958,51298 (22.7167997),664424510,Computer Engineering,JEE(Main),AI to AI,AI,6644
959,51736 (21.8473690),533061210,Mechanical Engineering,JEE(Main),AI to AI,AI,5330
,,,,,,,
960,51825 (21.5201938),415129310,Electrical Engineering,JEE(Main),AI to AI,AI,4151
,,,,,,,
961,51832 (21.5201938),211691110,Computer Science and ,JEE(Main),AI to AI,AI,2116
,,,Engineering(Artificial ,,,,
962,51919 (21.1827774),317550710,Chemical Engineering,JEE(Main),AI to AI,AI,3175
,,,,,,,
963,51992 (21.1309575),515229310,Electrical Engineering,JEE(Main),AI to AI,AI,5152
964,51998 (21.1198506),320861210,Mechanical Engineering,JEE(Main),AI to AI,AI,3208
965,52178 (20.8350141),515119110,Civil Engineering,JEE(Main),AI to AI,AI,5151
,,,,,,,
966,52345 (20.5713990),413337210,Electronics and ,JEE(Main),AI to AI,AI,4133
,,,Telecommunication Engg,,,,
,,,,,,,
967,52348 (20.5711888),614461210,Mechanical Engineering,JEE(Main),AI to AI,AI,6144
968,52375 (20.4914627),320761210,Mechanical Engineering,JEE(Main),MI to AI,MI,3207
969,52736 (19.6782648),687824210,Computer Science and ,JEE(Main),AI to AI,AI,6878
,,,Engineering,,,,
970,52785 (19.6754375),676237210,Electronics and ,JEE(Main),AI to AI,AI,6762
,,,Telecommunication Engg,,,,
971,52909 (19.4988389),318361210,Mechanical Engineering,JEE(Main),AI to AI,AI,3183
,,,,,,,
972,52960 (19.3775597),620361210,Mechanical Engineering,JEE(Main),AI to AI,AI,6203
973,53021 (19.0676194),632519110,Civil Engineering,JEE(Main),AI to AI,AI,6325
,,,,,,,
974,53048 (19.0316907),510629310,Electrical Engineering,JEE(Main),AI to AI,AI,5106
,,,,,,,
975,53424 (18.1076020),512119110,Civil Engineering,JEE(Main),AI to AI,AI,5121
976,53503 (18.0807168),320161210,Mechanical Engineering,JEE(Main),AI to AI,AI,3201
977,53652 (17.6975675),118229310,Electrical Engineering,JEE(Main),AI to AI,AI,1182
978,53721 (17.5217142),413619110,Civil Engineering,JEE(Main),MI to AI,MI,4136
,,,,,,,
979,53742 (17.5072475),419235610,Electrical Engg[Electronics ,JEE(Main),AI to AI,AI,4192
,,,and Power],,,,
980,53750 (17.5072475),419024210,Computer Science and ,JEE(Main),AI to AI,AI,4190
,,,Engineering,,,,
,,,,,,,
981,53824 (17.4025607),211319110,Civil Engineering,JEE(Main),AI to AI,AI,2113
982,54139 (16.6822692),320461210,Mechanical Engineering,JEE(Main),AI to AI,AI,3204
983,54337 (16.2486655),317529310,Electrical Engineering,JEE(Main),AI to AI,AI,3175
,,,,,,,
984,54341 (16.2486655),540937210,Electronics and ,JEE(Main),AI to AI,AI,5409
,,,Telecommunication Engg,,,,
985,54531 (15.9158102),416370110,Mining Engineering,JEE(Main),AI to AI,AI,4163
986,54602 (15.8331373),630337210,Electronics and ,JEE(Main),AI to AI,AI,6303
,,,Telecommunication Engg,,,,
987,54752 (15.3418345),430461250F,Mechanical Engineering,JEE(Main),AI to AI,AI,4304
,,,,,,,
988,54794 (15.1070336),510929310,Electrical Engineering,JEE(Main),AI to AI,AI,5109
,,,,,,,
989,55021 (14.6570555),414219110,Civil Engineering,JEE(Main),MI to AI,MI,4142
,,,,,,,
990,55056 (14.6107596),461319110,Civil Engineering,JEE(Main),AI to AI,AI,4613
991,55128 (14.4107269),510419110,Civil Engineering,JEE(Main),AI to AI,AI,5104
,,,,,,,
992,55192 (14.2303772),414324510,Computer Engineering,JEE(Main),AI to AI,AI,4143
,,,,,,,
993,55215 (14.1775905),678124210,Computer Science and ,JEE(Main),AI to AI,AI,6781
,,,Engineering,,,,
994,55234 (14.1129839),679461210,Mechanical Engineering,JEE(Main),AI to AI,AI,6794
,,,,,,,
995,55668 (13.3039141),211629310,Electrical Engineering,JEE(Main),AI to AI,AI,2116
,,,,,,,
996,55700 (13.1221157),687826110,Electronics and Computer ,JEE(Main),AI to AI,AI,6878
,,,Science,,,,
997,55703 (13.1136961),225437210,Electronics and ,JEE(Main),AI to AI,AI,2254
,,,Telecommunication Engg,,,,
998,55740 (13.1136961),693824250F,Computer Science and ,JEE(Main),AI to AI,AI,6938
,,,Engineering,,,,
999,56076 (12.4911362),622289610,Textile Technology,JEE(Main),AI to AI,AI,6222
,,,,,,,
"1,000",56127 (12.4518333),417537210,Electronics and ,JEE(Main),AI to AI,AI,4175
,,,Telecommunication Engg,,,,
"1,001",56159 (12.3064198),631729310,Electrical Engineering,JEE(Main),AI to AI,AI,6317
,,,,,,,
"1,002",56180 (12.2814580),631324510,Computer Engineering,JEE(Main),AI to AI,AI,6313
,,,,,,,
"1,003",56201 (12.1619475),126561210,Mechanical Engineering,JEE(Main),AI to AI,AI,1265
,,,,,,,
"1,004",56285 (11.9641624),344524510,Computer Engineering,JEE(Main),AI to AI,AI,3445
,,,,,,,
"1,005",56366 (11.7911557),617861210,Mechanical Engineering,JEE(Main),AI to AI,AI,6178
,,,,,,,
"1,006",56431 (11.5814263),318946610,Instrumentation ,JEE(Main),AI to AI,AI,3189
,,,Engineering,,,,
"1,007",56532 (11.2329756),631524210,Computer Science and ,JEE(Main),AI to AI,AI,6315
,,,Engineering,,,,
"1,008",56573 (11.1449167),410419110,Civil Engineering,JEE(Main),AI to AI,AI,4104
,,,,,,,
"1,009",56628 (11.0622529),112619110,Civil Engineering,JEE(Main),AI to AI,AI,1126
,,,,,,,
"1,010",56832 (10.6727294),213384410,Electronics and Computer ,JEE(Main),AI to AI,AI,2133
,,,Engineering,,,,
"1,011",56926 (10.3578476),225029310,Electrical Engineering,JEE(Main),AI to AI,AI,2250
"1,012",56937 (10.3116281),412319110,Civil Engineering,JEE(Main),AI to AI,AI,4123
,,,,,,,
"1,013",57041 (10.0238923),617760610,Production Engineering,JEE(Main),AI to AI,AI,6177
"1,014",57093 (9.9130649),419291110,Computer Science and ,JEE(Main),AI to AI,AI,4192
,,,Engineering(Artificial ,,,,
"1,015",57134 (9.7435897),225419110,Civil Engineering,JEE(Main),AI to AI,AI,2254
"1,016",57206 (9.5779831),319229310,Electrical Engineering,JEE(Main),AI to AI,AI,3192
"1,017",57324 (9.3090841),513950710,Chemical Engineering,JEE(Main),AI to AI,AI,5139
"1,018",57325 (9.2623885),428561210,Mechanical Engineering,JEE(Main),AI to AI,AI,4285
"1,019",57378 (9.1246656),515261210,Mechanical Engineering,JEE(Main),AI to AI,AI,5152
"1,020",57384 (9.0927625),320119110,Civil Engineering,JEE(Main),AI to AI,AI,3201
"1,021",57428 (8.9808292),319629310,Electrical Engineering,JEE(Main),AI to AI,AI,3196
"1,022",57773 (8.1620005),622329310,Electrical Engineering,JEE(Main),AI to AI,AI,6223
,,,,,,,
,,,,,,,
"1,023",57793 (8.1172211),411861210,Mechanical Engineering,JEE(Main),AI to AI,AI,4118
"1,024",57919 (7.9731988),413429310,Electrical Engineering,JEE(Main),AI to AI,AI,4134
"1,025",57939 (7.8783251),622361210,Mechanical Engineering,JEE(Main),AI to AI,AI,6223
,,,,,,,
"1,026",58057 (7.5653886),414561210,Mechanical Engineering,JEE(Main),AI to AI,AI,4145
,,,,,,,
"1,027",58064 (7.5310147),250819110,Civil Engineering,JEE(Main),AI to AI,AI,2508
"1,028",58124 (7.1969361),620661210,Mechanical Engineering,JEE(Main),AI to AI,AI,6206
"1,029",58125 (7.1969361),428529310,Electrical Engineering,JEE(Main),AI to AI,AI,4285
"1,030",58235 (6.7610500),516446610,Instrumentation ,JEE(Main),AI to AI,AI,5164
,,,Engineering,,,,
"1,031",58237 (6.7610500),538129310,Electrical Engineering,JEE(Main),AI to AI,AI,5381
"1,032",58254 (6.7377081),213461510,Mechanical & Automation ,JEE(Main),AI to AI,AI,2134
,,,Engineering,,,,
"1,033",58350 (6.5528464),118219110,Civil Engineering,JEE(Main),AI to AI,AI,1182
"1,034",58358 (6.5371164),541861210,Mechanical Engineering,JEE(Main),AI to AI,AI,5418
"1,035",58376 (6.4571192),660961210,Mechanical Engineering,JEE(Main),AI to AI,AI,6609
"1,036",58407 (6.3191834),322492010,Computer Science and ,JEE(Main),AI to AI,AI,3224
,,,Engineering (Internet of ,,,,
,,,,,,,
"1,037",58516 (6.0143805),630819110,Civil Engineering,JEE(Main),AI to AI,AI,6308
,,,,,,,
"1,038",58534 (5.9328351),211419110,Civil Engineering,JEE(Main),AI to AI,AI,2114
"1,039",58542 (5.9098194),419661210,Mechanical Engineering,JEE(Main),AI to AI,AI,4196
,,,,,,,
"1,040",58776 (5.2518255),516129310,Electrical Engineering,JEE(Main),AI to AI,AI,5161
"1,041",58820 (5.1042572),417761210,Mechanical Engineering,JEE(Main),AI to AI,AI,4177
,,,,,,,
"1,042",58941 (4.7479938),118261210,Mechanical Engineering,JEE(Main),AI to AI,AI,1182
"1,043",58984 (4.7049047),622061210,Mechanical Engineering,JEE(Main),AI to AI,AI,6220
,,,,,,,
"1,044",59028 (4.5382643),418124510,Computer Engineering,JEE(Main),AI to AI,AI,4181
"1,045",59044 (4.5179183),315461210,Mechanical Engineering,JEE(Main),AI to AI,AI,3154
,,,,,,,
"1,046",59249 (3.8263090),517029310,Electrical Engineering,JEE(Main),AI to AI,AI,5170
,,,,,,,
"1,047",59260 (3.8263090),416319110,Civil Engineering,JEE(Main),AI to AI,AI,4163
"1,048",59353 (3.5037540),112761210,Mechanical Engineering,JEE(Main),AI to AI,AI,1127
"1,049",59417 (3.3455154),618561210,Mechanical Engineering,JEE(Main),AI to AI,AI,6185
"1,050",59485 (3.0750346),413329310,Electrical Engineering,JEE(Main),AI to AI,AI,4133
,,,,,,,
,,,,,,,
"1,051",59530 (3.0012315),517037210,Electronics and ,JEE(Main),MI to AI,MI,5170
,,,Telecommunication Engg,,,,
"1,052",59532 (2.9846347),517129310,Electrical Engineering,JEE(Main),AI to AI,AI,5171
