Sr. No,"All India 
Merit",Institute Code,Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type
"1,043",68574 (75.7188332),6758,675892110,Artificial Intelligence and ,MHT-CET,MH to AI,GVJH
,,,,Machine Learning,,,
"1,044",68822 (75.1095262),3439,343990010,Electronics and Computer ,MHT-CET,MI to AI,MI
,,,,Science,,,
"1,045",69002 (74.7334755),3175,317550710,Chemical Engineering,MHT-CET,MH to AI,LOBCH
,,,,,,,
"1,046",69085 (74.6585417),3219,321924610,Information Technology,MHT-CET,MI to AI,MI
,,,,,,,
"1,047",69306 (74.3520423),4192,419224210,Computer Science and ,MHT-CET,MH to AI,PHCH
,,,,Engineering,,,
"1,048",69319 (74.3520423),5152,515299710,Artificial Intelligence,MHT-CET,MI to AI,MI
"1,049",69399 (74.3520423),6802,680250710,Chemical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,050",69555 (74.2590255),6609,660937210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
,,,,,,,
"1,051",69612 (73.9633214),6901,690124210,Computer Science and ,MHT-CET,MH to AI,GOBCH
,,,,Engineering,,,
"1,052",69636 (73.9633214),3194,319461210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,053",70087 (72.9671324),4193,419324210,Computer Science and ,MHT-CET,MI to AI,MI
,,,,Engineering,,,
"1,054",70291 (72.6591951),3353,335324510,Computer Engineering,MHT-CET,MH to AI,LOBCH
,,,,,,,
"1,055",70694 (72.5725827),5121,512150710,Chemical Engineering,MHT-CET,MH to AI,DEFO
"1,056",70727 (72.4696585),3183,318319110,Civil Engineering,MHT-CET,MI to AI,MI
,,,,,,,
"1,057",71168 (71.2480897),6313,631324510,Computer Engineering,MHT-CET,MH to AI,GVJH
,,,,,,,
"1,058",71733 (70.7889680),6320,632029310,Electrical Engineering,MHT-CET,MH to AI,GNT2H
,,,,,,,
"1,059",71831 (70.7243564),4145,414599510,Artificial Intelligence and ,MHT-CET,MH to AI,LSCH
,,,,Data Science,,,
"1,060",72848 (68.9918585),4139,413929310,Electrical Engineering,MHT-CET,MH to AI,GOPENH
,,,,,,,
"1,061",73171 (68.5336468),1116,111619110,Civil Engineering,MHT-CET,MH to AI,GNT3H
,,,,,,,
"1,062",73487 (68.1025426),3187,318737610,Electronics Engineering,MHT-CET,MH to AI,GNT3H
"1,063",73601 (67.9011717),3462,346219110,Civil Engineering,MHT-CET,MH to AI,GNT1H
,,,,,,,
"1,064",74424 (66.1416397),6622,662261210,Mechanical Engineering,MHT-CET,MH to AI,GOPENH
,,,,,,,
,,,,,,,
"1,065",75096 (65.5810044),5177,517737210,Electronics and ,MHT-CET,MH to AI,LSTH
,,,,Telecommunication Engg,,,
"1,066",75135 (65.5810044),3146,314629310,Electrical Engineering,MHT-CET,MH to AI,GNT2H
,,,,,,,
"1,067",75341 (65.3394562),3176,317625910,Mechanical and ,MHT-CET,MI to AI,MI
,,,,Mechatronics Engineering ,,,
"1,068",75734 (64.0315795),6139,613961210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,069",75943 (63.7162333),4192,419224210,Computer Science and ,MHT-CET,MH to AI,DEFO
,,,,Engineering,,,
"1,070",76272 (63.6530495),3439,343919110,Civil Engineering,MHT-CET,AI to AI,AI
"1,071",76340 (63.6530495),6802,680250710,Chemical Engineering,MHT-CET,MH to AI,GNT3H
,,,,,,,
"1,072",77624 (61.3942986),3503,350324510,Computer Engineering,MHT-CET,MH to AI,GVJH
"1,073",78134 (60.8583691),6767,676799510,Artificial Intelligence and ,MHT-CET,MH to AI,LOBCH
,,,,Data Science,,,
"1,074",78156 (60.8583691),5330,533037210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,075",78221 (60.8583691),3220,322024510,Computer Engineering,MHT-CET,MH to AI,GSCH
"1,076",78224 (60.8583691),3197,319761210,Mechanical Engineering,MHT-CET,MI to AI,MI
,,,,,,,
"1,077",78552 (59.7361450),2516,251624210,Computer Science and ,MHT-CET,MH to AI,LOBCH
,,,,Engineering,,,
"1,078",79061 (58.9803841),6250,625019110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
,,,,,,,
"1,079",79717 (58.2603585),4134,413437210,Electronics and ,MHT-CET,MH to AI,ORPHAN
,,,,Telecommunication Engg,,,
"1,080",79788 (58.0509972),3353,335324510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,081",79994 (57.2430271),6311,631129310,Electrical Engineering,MHT-CET,MH to AI,GVJH
,,,,,,,
"1,082",80740 (56.1558002),6786,678661210,Mechanical Engineering,MHT-CET,MH to AI,GNT1H
,,,,,,,
"1,083",80755 (56.1558002),3175,317537210,Electronics and ,MHT-CET,MH to AI,GSTH
,,,,Telecommunication Engg,,,
"1,084",81229 (55.4980400),4123,412308210,Bio Technology,MHT-CET,MI to AI,MI
,,,,,,,
"1,085",81248 (55.3100206),5411,541137210,Electronics and ,MHT-CET,MH to AI,GOPENO
,,,,Telecommunication Engg,,,
"1,086",81370 (55.3100206),1180,118024210,Computer Science and ,MHT-CET,MH to AI,LOBCO
,,,,Engineering,,,
"1,087",81622 (54.6564172),4181,418124510,Computer Engineering,MHT-CET,AI to AI,AI
"1,088",81705 (54.6564172),3201,320119110,Civil Engineering,MHT-CET,MI to AI,MI
"1,089",81813 (54.0906775),5181,518129310,Electrical Engineering,MHT-CET,MH to AI,GNT3H
,,,,,,,
"1,090",81823 (54.0906775),5171,517161210,Mechanical Engineering,MHT-CET,MH to AI,GNT1H
"1,091",81832 (54.0906775),6155,615529310,Electrical Engineering,MHT-CET,MI to AI,MI
"1,092",82233 (53.6630133),3190,319037610,Electronics Engineering,MHT-CET,MH to AI,GNT3H
,,,,,,,
,,,,,,,
"1,093",82260 (53.6630133),3353,335324510,Computer Engineering,MHT-CET,MH to AI,LSTH
,,,,,,,
"1,094",82869 (52.0169076),3460,346092110,Artificial Intelligence and ,MHT-CET,MI to AI,MI
,,,,Machine Learning,,,
"1,095",83181 (51.9482809),4175,417524210,Computer Science and ,MHT-CET,MH to AI,GSCH
,,,,Engineering,,,
"1,096",83197 (51.9482809),6767,676799510,Artificial Intelligence and ,MHT-CET,AI to AI,AI
,,,,Data Science,,,
"1,097",84395 (50.6109392),6758,675892110,Artificial Intelligence and ,MHT-CET,MH to AI,GSCO
,,,,Machine Learning,,,
"1,098",85141 (48.3716233),3207,320761210,Mechanical Engineering,MHT-CET,MI to AI,MI
"1,099",85236 (48.3716233),2113,211329310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,100",85568 (47.8943798),3189,318946610,Instrumentation ,MHT-CET,MH to AI,GSTH
,,,,Engineering,,,
"1,101",86165 (47.4330065),3135,313561210,Mechanical Engineering,MHT-CET,MH to AI,LOBCH
,,,,,,,
"1,102",87034 (44.9897150),4193,419337010,Electronics and ,MHT-CET,MH to AI,LOPENO
,,,,Communication ,,,
"1,103",87147 (44.8674577),6767,676799510,Artificial Intelligence and ,MHT-CET,MH to AI,GSCO
,,,,Data Science,,,
"1,104",87599 (44.3547118),3220,322024610,Information Technology,MHT-CET,MH to AI,GVJH
"1,105",87787 (44.1945416),5164,516446610,Instrumentation ,MHT-CET,MH to AI,GOPENH
,,,,Engineering,,,
"1,106",88416 (42.0923580),3189,318946610,Instrumentation ,MHT-CET,MH to AI,GVJH
,,,,Engineering,,,
,,,,,,,
,,,,,,,
"1,107",88970 (41.1916183),6822,682219110,Civil Engineering,MHT-CET,MH to AI,GOBCH
,,,,,,,
"1,108",89629 (40.7677382),6146,614661210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,109",90302 (38.5880670),6304,630424210,"Computer Science and 
Engineering",MHT-CET,AI to AI,AI
"1,110",91298 (37.4274070),3423,342361210,Mechanical Engineering,MHT-CET,MH to AI,LOPENH
"1,111",91455 (37.3800409),1114,111419110,Civil Engineering,MHT-CET,MH to AI,GSCH
,,,,,,,
"1,112",91476 (37.3800409),3183,318360210,Automobile Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,113",91535 (36.4400146),3436,343624510,Computer Engineering,MHT-CET,MH to AI,LOPENO
"1,114",91906 (35.4311402),6762,676229310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,115",91909 (35.4311402),1119,111924610,Information Technology,MHT-CET,MH to AI,LSCH
,,,,,,,
"1,116",92218 (34.2703923),3423,342337210,Electronics and ,MHT-CET,MH to AI,LOPENH
,,,,Telecommunication Engg,,,
"1,117",92413 (34.2396221),5160,516061210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,118",93574 (32.2078055),1128,112819110,Civil Engineering,MHT-CET,MH to AI,GNT2H
"1,119",94206 (30.4266599),6293,629324210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,120",94864 (30.1146048),6732,673261210,Mechanical Engineering,MHT-CET,MH to AI,GNT2H
,,,,,,,
,,,,,,,
"1,121",95380 (27.7736920),1127,112737210,"Electronics and 
Telecommunication Engg",MHT-CET,AI to AI,AI
"1,122",95560 (27.4174428),5103,510319110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,123",95603 (27.4174428),3503,350324510,Computer Engineering,MHT-CET,MH to AI,GOBCO
"1,124",96167 (26.7344905),6803,680337210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,125",96598 (25.9807928),3436,343624510,Computer Engineering,MHT-CET,MH to AI,GOBCH
"1,126",96636 (25.9807928),3204,320461210,Mechanical Engineering,MHT-CET,MI to AI,MI
"1,127",96993 (24.3861135),2254,225424510,Computer Engineering,MHT-CET,AI to AI,AI
"1,128",97632 (23.6981488),6419,641937010,Electronics and ,MHT-CET,MH to AI,GNT2H
,,,,Communication ,,,
"1,129",97733 (23.6859379),6269,626990010,Electronics and Computer ,MHT-CET,MH to AI,GSCO
,,,,Science,,,
"1,130",98191 (22.8953821),3219,321991110,Computer Science and ,MHT-CET,MI to AI,MI
,,,,Engineering(Artificial ,,,
"1,131",98772 (20.6367804),2135,213561210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,132",98831 (20.6305511),6643,664361210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,133",99152 (20.4392401),6269,626937210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,134",99409 (20.0646488),4135,413524610,Information Technology,MHT-CET,AI to AI,AI
,,,,,,,
,,,,,,,
,,,,,,,
"1,135",99420 (20.0646488),3198,319899510,Artificial Intelligence and ,MHT-CET,MH to AI,GSTO
,,,,Data Science,,,
"1,136",99434 (20.0646488),2252,225224210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,137",99782 (18.2274908),6144,614419110,Civil Engineering,MHT-CET,MH to AI,LOBCH
"1,138",99861 (18.1708342),3503,350324610,Information Technology,MHT-CET,AI to AI,AI
"1,139",99966 (17.6907495),6220,622029310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,140",99982 (17.6907495),5396,539624510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,141",100175 (17.6622065),6307,630761210,Mechanical Engineering,MHT-CET,MH to AI,GNT1H
,,,,,,,
"1,142",100248 (17.6566480),3423,342337210,Electronics and ,MHT-CET,MH to AI,GOPENH
,,,,Telecommunication Engg,,,
"1,143",100530 (17.2251737),3189,318961210,Mechanical Engineering,MHT-CET,MH to AI,PHCH
"1,144",100861 (15.6759808),6317,631762410,Mechatronics Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,145",100937 (15.6759808),5411,541124510,Computer Engineering,MHT-CET,MI to AI,MI
"1,146",100965 (15.4129019),3220,322024510,Computer Engineering,MHT-CET,MH to AI,GNT1H
"1,147",101111 (15.2184075),1127,112729310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,148",101299 (14.9570903),1123,112337210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
,,,,,,,
"1,149",101342 (14.9570903),3208,320861210,Mechanical Engineering,MHT-CET,MH to AI,GOPENH
"1,150",101349 (14.9570903),6307,630761210,Mechanical Engineering,MHT-CET,MH to AI,GNT2H
,,,,,,,
"1,151",102028 (12.7980055),4135,413529310,Electrical Engineering,MHT-CET,MH to AI,GNT2O
,,,,,,,
"1,152",102322 (12.3857612),5108,510846410,Instrumentation and ,MHT-CET,AI to AI,AI
,,,,Control Engineering,,,
"1,153",102477 (12.1067444),4613,461337210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,154",102910 (10.7217903),3154,315460210,Automobile Engineering,MHT-CET,MH to AI,GNT1H
,,,,,,,
"1,155",102950 (10.7217903),6644,664424510,Computer Engineering,MHT-CET,AI to AI,AI
"1,156",103043 (10.5196916),5380,538024510,Computer Engineering,MHT-CET,AI to AI,AI
"1,157",103064 (10.5196916),4188,418824210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,158",103099 (10.5196916),6304,630437210,"Electronics and 
Telecommunication Engg",MHT-CET,AI to AI,AI
"1,159",103139 (10.2751830),5121,512119110,Civil Engineering,MHT-CET,AI to AI,AI
"1,160",103141 (10.2751830),6269,626929310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,161",103334 (10.0211076),6802,680219110,Civil Engineering,MHT-CET,MH to AI,LOPENO
,,,,,,,
"1,162",103535 (8.9359300),6203,620362410,Mechatronics Engineering,MHT-CET,MH to AI,GSCO
,,,,,,,
,,,,,,,
"1,163",103546 (8.9359300),4135,413529310,Electrical Engineering,MHT-CET,MH to AI,GOBCO
,,,,,,,
"1,164",103608 (8.8142108),5161,516137210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,165",103713 (8.5417104),3154,315461210,Mechanical Engineering,MHT-CET,MH to AI,GNT1H
,,,,,,,
"1,166",103811 (8.4069679),4285,428524610,Information Technology,MHT-CET,AI to AI,AI
"1,167",103837 (8.4069679),3447,344724510,Computer Engineering,MHT-CET,MH to AI,GSCH
"1,168",104012 (8.1817268),2114,211419110,Civil Engineering,MHT-CET,AI to AI,AI
"1,169",104026 (7.8107552),3224,322424510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,170",104182 (7.3948631),6640,664029310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,171",104277 (7.0794162),4172,417237210,Electronics and ,MHT-CET,MI to AI,MI
,,,,Telecommunication Engg,,,
"1,172",104370 (6.8013128),5107,510724510,Computer Engineering,MHT-CET,AI to AI,AI
"1,173",104542 (6.5584481),6267,626792210,Civil and Environmental ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,174",104575 (6.5584481),3222,322291110,Computer Science and ,MHT-CET,MH to AI,GOPENH
,,,,Engineering(Artificial ,,,
"1,175",104752 (5.6957499),4118,411837210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,176",104769 (5.6957499),4151,415129310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
,,,,,,,
,,,,,,,
"1,177",104810 (5.6666494),6298,629829310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,178",105125 (4.6909399),6839,683929310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,179",105151 (4.6909399),1119,111924210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,180",105288 (4.2183232),2116,211624210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,181",105377 (4.0958890),3222,322224610,Information Technology,MHT-CET,MI to AI,MI
,,,,,,,
"1,182",105411 (4.0244524),3222,322291110,Computer Science and ,MHT-CET,MH to AI,LOPENH
,,,,Engineering(Artificial ,,,
"1,183",105540 (3.5911320),4135,413529310,Electrical Engineering,MHT-CET,MH to AI,LSTH
,,,,,,,
"1,184",105624 (3.4034297),6317,631729310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,185",105632 (3.2622400),6293,629329310,Electrical Engineering,MHT-CET,MH to AI,LOBCH
,,,,,,,
"1,186",105853 (2.6797420),3183,318361210,Mechanical Engineering,MHT-CET,MI to AI,MI
,,,,,,,
"1,187",106090 (1.9568961),6839,683919110,Civil Engineering,MHT-CET,AI to AI,AI
"1,188",106522 (0.5377425),6756,675624210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,189",106537 (0.4750715),6766,676624510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,190",106633 (0.0058772),4135,413537210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
,,,,,,,
"1,191",106940 (83.2900000),4135,413537210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,192",107164 (79.4400000),6756,675624210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,193",107471 (73.9000000),4135,413519110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,194",107557 (72.4600000),6644,664424510,Computer Engineering,MHT-CET,AI to AI,AI
"1,195",107638 (70.8600000),2116,211624210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,196",107736 (68.8700000),6203,620362410,Mechatronics Engineering,MHT-CET,AI to AI,AI
"1,197",107892 (65.5800000),4181,418124510,Computer Engineering,MHT-CET,AI to AI,AI
"1,198",108021 (63.1200000),4135,413561210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,199",108134 (60.8200000),4143,414324510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,200",108214 (59.2200000),1182,118224210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,201",108258 (58.4100000),2112,211284410,Electronics and Computer ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,202",108267 (58.1700000),4145,414599510,Artificial Intelligence and ,MHT-CET,AI to AI,AI
,,,,Data Science,,,
"1,203",108403 (52.5300000),4143,414319110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,204",108404 (52.4900000),6222,622288610,Man Made Textile ,MHT-CET,AI to AI,AI
,,,,Technology,,,
,,,,,,,
